C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_06_030.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_06_030.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_06_030.jpg, 0, 0, 0, 7.887292E-05
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_06_133.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_06_133.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_06_133.jpg, 0, 0, 0, 7.887583E-05
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_06_233.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_06_233.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_06_233.jpg, 0, 0, 0, 7.964025E-05
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_06_335.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_06_335.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_06_335.jpg, 0, 0, 0, 8.458521E-05
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_06_437.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_06_437.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_06_437.jpg, 0, 0, 0, 7.839838E-05
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_06_537.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_06_537.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_06_537.jpg, 0, 0, 0, 7.801635E-05
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_06_646.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_06_646.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_06_646.jpg, 0, 0, 0, 7.997358E-05
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_06_751.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_06_751.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_06_751.jpg, 0, 0, 0, 7.930924E-05
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_06_858.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_06_858.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_06_858.jpg, 0, 0, 0, 7.818258E-05
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_06_963.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_06_963.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_06_963.jpg, 0, 0.0384558, 0, 0.001665313
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_07_069.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_07_069.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_07_069.jpg, 0, 0.3903767, 0, 0.3349923
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_07_180.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_07_180.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_07_180.jpg, 0, 0.6881021, 0, 1.004434
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_07_287.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_07_287.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_07_287.jpg, 0, 1, 0, 2.310725
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_07_392.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_07_392.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_07_392.jpg, -0.09122071, 1, 0, 3.49243
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_07_499.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_07_499.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_07_499.jpg, 0, 1, 0, 4.66516
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_07_605.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_07_605.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_07_605.jpg, 0, 1, 0, 5.824396
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_07_711.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_07_711.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_07_711.jpg, -0.1182558, 1, 0, 7.198141
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_07_817.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_07_817.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_07_817.jpg, -0.2079819, 1, 0, 8.3089
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_07_921.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_07_921.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_07_921.jpg, 0, 1, 0, 9.429487
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_08_023.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_08_023.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_08_023.jpg, -0.1713411, 1, 0, 10.53654
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_08_125.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_08_125.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_08_125.jpg, -0.4762962, 1, 0, 11.66597
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_08_240.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_08_240.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_08_240.jpg, -0.09836221, 1, 0, 12.9597
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_08_352.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_08_352.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_08_352.jpg, 0, 1, 0, 14.1009
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_08_456.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_08_456.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_08_456.jpg, 0, 1, 0, 15.26729
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_08_560.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_08_560.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_08_560.jpg, 0, 1, 0, 16.1938
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_08_661.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_08_661.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_08_661.jpg, 0, 1, 0, 17.40284
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_08_763.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_08_763.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_08_763.jpg, -0.1719705, 1, 0, 18.26518
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_08_864.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_08_864.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_08_864.jpg, -0.4750286, 1, 0, 19.32565
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_08_967.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_08_967.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_08_967.jpg, -0.3896472, 1, 0, 20.39195
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_09_068.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_09_068.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_09_068.jpg, -0.08765162, 1, 0, 21.32947
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_09_171.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_09_171.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_09_171.jpg, 0, 1, 0, 22.35797
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_09_275.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_09_275.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_09_275.jpg, -0.0396633, 1, 0, 23.30935
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_09_378.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_09_378.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_09_378.jpg, -0.3486879, 1, 0, 24.24382
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_09_482.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_09_482.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_09_482.jpg, -0.4151658, 1, 0, 25.06079
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_09_587.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_09_587.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_09_587.jpg, -0.06155339, 1, 0, 26.2111
C:\Users\david\Desktop\Final_project\data\data\IMG\center_2023_12_28_17_15_09_692.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\left_2023_12_28_17_15_09_692.jpg, C:\Users\david\Desktop\Final_project\data\data\IMG\right_2023_12_28_17_15_09_692.jpg, 0, 1, 0, 27.1414
